internship_id,title,company,skills,location,category,stipend,duration,education,description
2851,Testing Intern,Spotify,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Noida,E-Commerce,31607,8 months,B. Tech,Education Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2852,Research Product Manager Intern,Ola,"Git, SQL, C, HTML, DSA, Time Management",Jaipur,Consulting,74103,4 months,BCA,"Student Engagement Manager Intern: Immerse in a collaborative, diverse and learning environment."
2853,Mobile App Product Intern,Siemens,"C, Leadership, WebSockets, PyTorch, Sass, DSA, Java, Angular",Indore,FinTech,19997,2 months,Bachelor of Science,Curriculum Developer Intern: Drive initiatives and contribute to roadmap decisions.
2854,Associate Product Manager Intern,Ola,"Time Management, Python, PyTorch, Angular, DSA",Vadodara,Education,80748,6 months,M.Tech,"Research Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
2855,Angular Developer Intern,Adobe,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Chennai,Internet,41222,8 months,B. Tech,Innovation Product Manager Intern: Participate in user research and help define next-gen features.
2856,Cloud Product Manager Intern,Wipro,"Python, Mocha, DSA, SQL, Analytical Thinking",Indore,Media,93920,4 months,Bachelor of Engineering,Government PM Intern: Drive initiatives and contribute to roadmap decisions.
2857,AR/VR Developer Intern,Johnson Controls,"Unity, Unreal Engine, C#, Oculus SDK",Jaipur,Entertainment,53774,12 weeks,BCA,Marketplace Product Intern: Build scalable products and solve complex technical challenges.
2858,QA Engineer Intern,Swiggy,"Manual Testing, Selenium, Regression, JIRA, Git",Indore,SaaS,73089,3 months,PGDM,AI Research PM Intern: Build scalable products and solve complex technical challenges.
2859,API Product Manager Intern,Siemens,"Keras, OpenCV, AWS, DSA, Linux, C++",Chennai,Internet,50656,2 months,Diploma,Compliance PM Intern: Participate in user research and help define next-gen features.
2860,Curriculum Developer Intern,Tech Mahindra,"Syllabus Creation, Standardized Testing, Education policy",Bhopal,Education,94245,8 months,BCA,Software Engineer Intern: Collaborate with top-tier mentors and develop PM skillset.
2861,Academic Research PM Intern,Tesla,"Education Research, Data Analysis, Paper Writing",Mumbai,Automotive,99121,8 months,M.Tech,Java Developer Intern: Present findings to senior stakeholders and PM leadership.
2862,AI Research PM Intern,IBM,"Ruby, PyTorch, Linux, Scikit-learn, PostgreSQL, Java, DSA",Kolkata,Data Science,73654,6 months,PGDM,SEO/SEM Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
2863,Web Developer Intern,IBM,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Mysore,Media,54109,5 months,BA,Salesforce Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
2864,Sustainability Product Manager Intern,PwC,"Pandas, PyTorch, Time Management, DSA, Unit Testing, Scrum, C++",Hyderabad,Internet,72069,1 year,Bachelor of Engineering,Learning Data Analyst Intern: Present findings to senior stakeholders and PM leadership.
2865,Digital Product Intern,Reliance,"Scikit-learn, Django, HTML, DSA, Bitbucket, C",Bhopal,Hospitality,21377,6 months,Bachelor of Engineering,SEO/SEM Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2866,B2B Product Manager Intern,Unacademy,"Git, DSA, Azure, Ruby, Docker, C, Scikit-learn, Kubernetes",Noida,Consulting,62302,4 months,Post Graduate,Game Developer Intern: Participate in user research and help define next-gen features.
2867,Curriculum Developer Intern,Toppr,"Syllabus Creation, Standardized Testing, Education policy",Bhopal,Entertainment,13347,12 weeks,Undergraduate,Developer Platform PM Intern: Assist in designing delightful user journeys for education and tech.
2868,Database Admin Intern,Meesho,"MySQL, MongoDB, SQL, Backup, Replication, Git",Hyderabad,EdTech,28366,12 weeks,Bachelor of Engineering,AI Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2869,Game Developer Intern,Google,"Unity, C#, Game Design, 3D Modeling",Hyderabad,Entertainment,98327,1 year,Any Graduate,"IoT Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2870,EdTech Product Manager Intern,SAP,"Object-Oriented Programming, Python, REST APIs, Algorithms, DSA, Deep Learning",Coimbatore,Data Science,53327,3 months,PGDM,Government PM Intern: Participate in user research and help define next-gen features.
2871,Salesforce Developer Intern,Paytm,"Apex, Visualforce, Salesforce APIs",Pune,Education,31424,12 weeks,MCA,SaaS Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2872,Network Engineer Intern,Edureka,"TCP/IP, Routers, Firewalls, Cisco, Linux",Nagpur,Entertainment,24804,3 months,M.Tech,"Software Engineer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2873,EdTech Content Intern,KPMG,"Content Creation, Video Recording, Curriculum Design, Communication",Bangalore,B2B,84028,1 year,B. Tech,Solution PM Intern: Assist in designing delightful user journeys for education and tech.
2874,EdTech Platform Intern,Capgemini,"LMS, Moodle, EdTech APIs, Course Management",Ahmedabad,Logistics,35708,1 year,MBA,"Solution PM Intern: Learn business strategy, user empathy, and agile execution."
2875,Customer Success PM Intern,Flipkart,"Kubernetes, Numpy, NLP, DSA, PyTorch, JavaScript",Gurugram,Consumer Tech,17281,12 weeks,Diploma,Sustainability Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2876,Growth Product Manager Intern,TCS,"Spring Boot, Python, JavaScript, AWS, Azure, C, DSA",Mumbai,Consulting,80864,5 months,BCA,API Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2877,Marketplace Product Intern,CRED,"Angular, Analytical Thinking, C, Docker, DSA",Indore,Media,72350,5 months,B. Tech,Assessment Platform PM Intern: Assist in designing delightful user journeys for education and tech.
2878,EdTech Product Manager Intern,Bharti Airtel,"DSA, C++, Python, Analytical Thinking, Unit Testing",Chandigarh,Data Science,66753,5 months,Bachelor of Engineering,"IoT Product Manager Intern: Learn business strategy, user empathy, and agile execution."
2879,Hardware Engineer Intern,Accenture,"PCB Design, Electronics, Circuit Analysis, C",Bangalore,SaaS,73846,5 months,PhD,"Logistics PM Intern: Immerse in a collaborative, diverse and learning environment."
2880,Mobile App Developer Intern,EY,"Flutter, Dart, Android, iOS, React Native, APIs, DSA",Lucknow,EdTech,72629,1 year,Any Postgraduate,Travel Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2881,Fintech PM Intern,Reliance,"Tailwind CSS, Scrum, Problem Solving, C++, DSA, Azure, Angular",Gurugram,Hospitality,20694,6 months,Any Postgraduate,AI Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2882,Node.js Developer Intern,Freshworks,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Ahmedabad,Entertainment,40047,12 weeks,Any Graduate,Node.js Developer Intern: Build scalable products and solve complex technical challenges.
2883,Sustainability Product Manager Intern,Ola,"Ruby, Algorithms, DSA, Deep Learning, R, Bitbucket, C++",Indore,Automotive,60118,12 weeks,Any Postgraduate,iOS Developer Intern: Work on live projects and impact thousands of users.
2884,Digital Product Intern,CRED,"Shell Scripting, DSA, DSA, Python, Mocha",Mysore,Consumer Tech,14345,3 months,PhD,Learning Data Analyst Intern: Collaborate with top-tier mentors and develop PM skillset.
2885,Python Developer Intern,Siemens,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Gurugram,FinTech,64019,4 months,Bachelor of Science,Technical Product Manager Intern: Participate in user research and help define next-gen features.
2886,Product Management Intern,Netflix,"Pandas, REST APIs, Jenkins, Algorithms, Go, DSA, C++, Bitbucket",Gurugram,Data Science,69150,1 year,Bachelor of Science,Fintech PM Intern: Participate in user research and help define next-gen features.
2887,Data Engineer Intern,IBM,"Python, SQL, ETL, Spark, AWS, Data Modeling, Git",Delhi,Internet,53289,6 months,B. Tech,Agile Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
2888,Instructional Designer Intern,Dream11,"Course Creation, Educational Design, Assessment, Communication",Coimbatore,Education,49658,6 months,Diploma,"React Developer Intern: Learn business strategy, user empathy, and agile execution."
2889,HR Product Manager Intern,Google,"Java, Data Structures, C, JIRA, Shell Scripting, DSA, Ruby, HTML",Nagpur,E-Commerce,36615,3 months,BCA,Web Product Manager Intern: Build scalable products and solve complex technical challenges.
2890,Network Engineer Intern,Razorpay,"TCP/IP, Routers, Firewalls, Cisco, Linux",Indore,E-Commerce,82586,2 months,Bachelor of Science,Software Engineer Intern: Present findings to senior stakeholders and PM leadership.
2891,Learning Data Analyst Intern,SAP,"Python, SQL, Data Visualization, EdTech Metrics",Chandigarh,Consumer Tech,83498,1 year,Diploma,Virtual Classroom PM Intern: Collaborate with top-tier mentors and develop PM skillset.
2892,Customer Insights PM Intern,Tata,"Django, C++, Scrum, DSA, Bootstrap",Chennai,B2B,15873,3 months,BA,Data Engineer Intern: Drive initiatives and contribute to roadmap decisions.
2893,Data Product Manager Intern,Dream11,"Algorithms, PostgreSQL, C++, Object-Oriented Programming, DSA, Integration Testing, Testing, OpenCV",Mumbai,B2B,61180,4 months,MBA,Customer Success PM Intern: Work on live projects and impact thousands of users.
2894,SEO/SEM Product Manager Intern,Bharti Airtel,"DSA, DSA, Node.js, Problem Solving, C++, Git, PyTorch",Mumbai,E-Commerce,80246,3 months,M.Tech,Android Developer Intern: Participate in user research and help define next-gen features.
2895,EdTech Content Intern,Paytm,"Content Creation, Video Recording, Curriculum Design, Communication",Nagpur,Automotive,95416,4 months,PhD,"Growth Product Manager Intern: Learn business strategy, user empathy, and agile execution."
2896,Payments Product Manager Intern,Chegg,"JavaScript, Selenium, DSA, DSA, Angular, Go",Kolkata,Consumer Tech,16719,3 months,PhD,"Web Developer Intern: Learn business strategy, user empathy, and agile execution."
2897,Agile Product Manager Intern,Razorpay,"Tailwind CSS, Java, DSA, API Integration, DSA, Integration Testing",Chandigarh,Consumer Tech,96541,3 months,Integrated MSc,Solution PM Intern: Assist in designing delightful user journeys for education and tech.
2898,Travel Product Manager Intern,Adobe,"SQLite, Time Management, Redis, Docker, DSA, C++",Noida,Healthcare,84026,2 months,PGDM,Data Engineer Intern: Gain experience working with AI and cutting-edge tech teams.
2899,Instructional Designer Intern,Oracle,"Course Creation, Educational Design, Assessment, Communication",Bhopal,EdTech,15426,12 weeks,Any Postgraduate,Marketing Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2900,Consulting Product Manager Intern,MakeMyTrip,"Redis, Mocha, JavaScript, Keras, Problem Solving, TypeScript, DSA",Lucknow,E-Commerce,70947,2 months,MCA,"Learning Experience Designer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2901,Healthcare PM Intern,WhiteHat Jr,"Communication, Scrum, Machine Learning, DSA, Git, Java",Nagpur,Hospitality,45891,5 months,Diploma,Cybersecurity Intern: Gain experience working with AI and cutting-edge tech teams.
2902,Blockchain Developer Intern,Unacademy,"Ethereum, Solidity, Smart Contracts, Git",Hyderabad,B2B,26261,6 months,MBA,"Compliance PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2903,Associate Product Manager Intern,Microsoft,"Java, MATLAB, Linux, DSA, Leadership, Version Control",Noida,SaaS,68223,1 year,MBA,User Experience PM Intern: Present findings to senior stakeholders and PM leadership.
2904,Full Stack Developer Intern,KPMG,"JavaScript, Node.js, React, HTML, CSS, Express, MongoDB, SQL, DSA, Git",Pune,EdTech,27321,8 months,B. Tech,Data Science PM Intern: Present findings to senior stakeholders and PM leadership.
2905,React Developer Intern,Jio,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Bhopal,FinTech,90311,1 year,Post Graduate,"Fintech PM Intern: Immerse in a collaborative, diverse and learning environment."
2906,EdTech Platform Intern,Dream11,"LMS, Moodle, EdTech APIs, Course Management",Jaipur,Data Science,69075,6 months,B. Tech,Social Impact PM Intern: Collaborate with top-tier mentors and develop PM skillset.
2907,Cloud Product Manager Intern,Amazon,"DSA, JIRA, C, Agile, Numerical Methods, Git, DSA",Delhi,Consumer Tech,15525,8 months,M.Tech,Web Product Manager Intern: Participate in user research and help define next-gen features.
2908,Social Impact PM Intern,Apple,"Machine Learning, Leadership, Problem Solving, Java, DSA, C++, Bootstrap",Gurugram,E-Commerce,26986,8 months,Bachelor of Engineering,AI Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2909,DevOps Intern,BYJU’S,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Ahmedabad,Education,43381,4 months,PhD,ML Intern: Gain experience working with AI and cutting-edge tech teams.
2910,HR Product Manager Intern,CRED,"C++, Java, SQL, DSA, Vue.js",Indore,Consulting,49616,2 months,Diploma,Payments Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2911,Node.js Developer Intern,Twitter,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Vadodara,E-Commerce,74490,8 months,MCA,Education Product Manager Intern: Work on live projects and impact thousands of users.
2912,UI/UX Designer Intern,Vedantu,"Figma, Adobe XD, Wireframing, Prototyping, HTML, CSS, Communication",Chennai,Entertainment,89452,6 months,PGDM,Android Developer Intern: Gain experience working with AI and cutting-edge tech teams.
2913,Marketing Product Manager Intern,Edureka,"Pandas, Kubernetes, C, Leadership, DSA, OpenCV",Chandigarh,Entertainment,37313,4 months,Post Graduate,Assessment Platform PM Intern: Build scalable products and solve complex technical challenges.
2914,Product Management Intern,Meesho,"React, DSA, C++, ASP.NET, Scikit-learn",Vadodara,Logistics,29753,5 months,BA,"UI/UX Designer Intern: Immerse in a collaborative, diverse and learning environment."
2915,Assessment Platform PM Intern,LinkedIn,"Testing, Evaluation, Data Analytics, Report Writing",Kolkata,SaaS,37422,8 months,Any Graduate,Python Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
2916,EdTech Content Intern,PhonePe,"Content Creation, Video Recording, Curriculum Design, Communication",Chandigarh,Consumer Tech,41438,4 months,PGDM,Innovation Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2917,Digital Product Intern,BYJU’S,"C, Shell Scripting, Vue.js, Teamwork, Algorithms, Bootstrap, DSA",Lucknow,B2B,47589,6 months,Post Graduate,AI Product Manager Intern: Participate in user research and help define next-gen features.
2918,Government PM Intern,Microsoft,"DSA, JavaScript, Flask, Algorithms, Docker, Kotlin, C++",Chennai,Technology,74581,2 months,BBA,"Mobile App Product Intern: Immerse in a collaborative, diverse and learning environment."
2919,Healthcare PM Intern,Infosys,"JavaScript, Git, Time Management, HTML, Python, WebSockets, DSA",Bhopal,Media,97803,5 months,Integrated MSc,Agile Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2920,Travel Product Manager Intern,Amazon,"SQL, DSA, CSS, Spring Boot, Java",Noida,Hospitality,75289,12 weeks,BCA,EdTech Platform Intern: Gain experience working with AI and cutting-edge tech teams.
2921,Embedded Systems Intern,Johnson Controls,"C, C++, Microcontrollers, Arduino, Sensors",Vizag,Consumer Tech,70786,1 year,BA,Solution PM Intern: Present findings to senior stakeholders and PM leadership.
2922,iOS Developer Intern,BYJU’S,"Swift, Objective-C, Xcode, UIKit, CoreData, DSA",Gurugram,Hospitality,26562,3 months,BBA,AI Research Intern: Participate in user research and help define next-gen features.
2923,Embedded Systems Intern,Cognizant,"C, C++, Microcontrollers, Arduino, Sensors",Vizag,FinTech,28029,8 months,Any Graduate,Academic Research PM Intern: Collaborate with top-tier mentors and develop PM skillset.
2924,Logistics PM Intern,Toppr,"TensorFlow, Python, DSA, Java, C++",Mysore,B2B,41550,3 months,Diploma,AI Research PM Intern: Drive initiatives and contribute to roadmap decisions.
2925,QA Engineer Intern,PwC,"Manual Testing, Selenium, Regression, JIRA, Git",Hyderabad,SaaS,54805,6 months,Undergraduate,Curriculum Developer Intern: Work on live projects and impact thousands of users.
2926,Platform Product Intern,Wipro,"Java, Shell Scripting, GraphQL, C, Keras, Kubernetes, DSA, Machine Learning",Bhopal,Hospitality,34883,3 months,Bachelor of Engineering,Associate Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
2927,ML Intern,Meesho,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Jaipur,B2B,91460,1 year,MBA,Solution PM Intern: Drive initiatives and contribute to roadmap decisions.
2928,AI Product Manager Intern,TCS,"JavaScript, Numpy, Jest, MATLAB, DSA, SQL, C++",Bhopal,Technology,29268,4 months,Any Graduate,Developer Platform PM Intern: Work on live projects and impact thousands of users.
2929,Government PM Intern,Deloitte,"DSA, MATLAB, REST APIs, Python, JavaScript",Coimbatore,Technology,39159,6 months,Diploma,Compliance PM Intern: Work on live projects and impact thousands of users.
2930,DevOps Intern,Meta,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Gurugram,EdTech,86016,2 months,Bachelor of Engineering,Business Analyst PM Intern: Collaborate with top-tier mentors and develop PM skillset.
2931,Mobile App Product Intern,Nvidia,"Git, Express, DSA, React, JavaScript, Bitbucket, Object-Oriented Programming",Indore,Consulting,92395,6 months,Integrated MSc,Marketplace Product Intern: Work on live projects and impact thousands of users.
2932,Product Management Intern,Netflix,"Pandas, Shell Scripting, Jenkins, C, Numerical Methods, Go, Integration Testing, DSA",Pune,Consulting,47862,8 months,Any Postgraduate,Academic Research PM Intern: Gain experience working with AI and cutting-edge tech teams.
2933,School Product Manager Intern,Oracle,"School Operations, Outreach, Technology, Communication",Ahmedabad,Entertainment,46632,12 weeks,Bachelor of Engineering,Database Admin Intern: Collaborate with top-tier mentors and develop PM skillset.
2934,Web Developer Intern,Meta,"HTML, CSS, JavaScript, Bootstrap, jQuery, REST APIs, Git, DSA",Nagpur,Logistics,93932,4 months,BBA,Fintech PM Intern: Gain experience working with AI and cutting-edge tech teams.
2935,Developer Platform PM Intern,Microsoft,"SQLite, JavaScript, DSA, DevOps, Redis",Jaipur,Hospitality,23497,2 months,BA,Blockchain Developer Intern: Present findings to senior stakeholders and PM leadership.
2936,B2B Product Manager Intern,Spotify,"DSA, Machine Learning, Analytical Thinking, Jest, C++, React, Communication",Pune,E-Commerce,31514,6 months,PhD,"Vue.js Developer Intern: Learn business strategy, user empathy, and agile execution."
2937,Travel Product Manager Intern,Siemens,"Python, SQL, Mocha, DSA, OOP",Noida,FinTech,38501,12 weeks,MCA,"Technical Product Manager Intern: Immerse in a collaborative, diverse and learning environment."
2938,Learning Experience Designer Intern,Adobe,"UX, Learning Psychology, Blended Learning, Analytics",Vadodara,Entertainment,32656,1 year,B. Tech,Backend Developer Intern: Participate in user research and help define next-gen features.
2939,Healthcare PM Intern,WhiteHat Jr,"ASP.NET, Python, Time Management, Agile, NLP, CI/CD, DSA, Object-Oriented Programming",Coimbatore,Healthcare,93099,6 months,B. Tech,"Python Developer Intern: Immerse in a collaborative, diverse and learning environment."
2940,AI Research PM Intern,Twitter,"MySQL, GCP, OOP, DSA, Django, Machine Learning, REST APIs, Java",Ahmedabad,EdTech,55271,8 months,MBA,"Full Stack Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2941,Compliance PM Intern,Paytm,"Teamwork, DSA, Java, Kubernetes, Algorithms",Mysore,EdTech,17736,6 months,BA,QA Engineer Intern: Build scalable products and solve complex technical challenges.
2942,Travel Product Manager Intern,IBM,"Azure, Kotlin, NLP, C, HTML, DSA, CSS, WebSockets",Vadodara,Logistics,15614,5 months,Integrated MSc,Mobile App Developer Intern: Assist in designing delightful user journeys for education and tech.
2943,Business Analyst PM Intern,Chegg,"Flask, DSA, Azure, OpenCV, JavaScript",Chennai,Internet,67114,4 months,Any Postgraduate,Platform Product Intern: Collaborate with top-tier mentors and develop PM skillset.
2944,Developer Platform PM Intern,Deloitte,"Numerical Methods, REST APIs, Bootstrap, C, Sass, DSA, Bitbucket",Mumbai,EdTech,20516,2 months,BA,Angular Developer Intern: Drive initiatives and contribute to roadmap decisions.
2945,Social Impact PM Intern,Ola,"DSA, Linux, R, Bitbucket, C++, Azure, Kubernetes, GitHub",Chennai,Consumer Tech,69191,3 months,MCA,Software Engineer Intern: Build scalable products and solve complex technical challenges.
2946,Cybersecurity Intern,Adobe,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Lucknow,EdTech,23496,3 months,Undergraduate,Web Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2947,Associate Product Manager Intern,CRED,"Jenkins, C, Linux, Django, DSA",Vadodara,EdTech,13041,2 months,BCA,EdTech Content Intern: Work on live projects and impact thousands of users.
2948,Platform PM Intern,Nvidia,"DSA, Express, C, Pandas, Java, Microservices",Chennai,Hospitality,49707,5 months,Any Graduate,API Product Manager Intern: Build scalable products and solve complex technical challenges.
2949,Blockchain Developer Intern,Unacademy,"Ethereum, Solidity, Smart Contracts, Git",Vizag,Media,74018,12 weeks,Any Graduate,Game Developer Intern: Collaborate with top-tier mentors and develop PM skillset.
2950,Operations Product Manager Intern,BYJU’S,"C++, Python, R, JavaScript, Azure, DSA, Integration Testing",Ahmedabad,Media,15472,2 months,Post Graduate,Logistics PM Intern: Build scalable products and solve complex technical challenges.
2951,Consumer Product Manager Intern,Jio,"Communication, Vue.js, HTML, DSA, Python, AWS",Kolkata,EdTech,22218,2 months,Post Graduate,Virtual Classroom PM Intern: Present findings to senior stakeholders and PM leadership.
2952,Academic Research PM Intern,Reliance,"Education Research, Data Analysis, Paper Writing",Mumbai,Internet,30748,2 months,Bachelor of Science,Innovation Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2953,Associate Product Manager Intern,Siemens,"DSA, Docker, Microservices, C, Angular, Python",Indore,Automotive,96799,2 months,Diploma,DevOps Intern: Work on live projects and impact thousands of users.
2954,AI Research PM Intern,Cognizant,"Kubernetes, Vue.js, GitHub, Mocha, DSA, C++",Coimbatore,Consumer Tech,69453,4 months,PGDM,Frontend Developer Intern: Participate in user research and help define next-gen features.
2955,Compliance PM Intern,HCL,"Keras, JavaScript, DSA, R, Unit Testing",Chennai,E-Commerce,63654,6 months,Post Graduate,AI Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2956,Database Admin Intern,Deloitte,"MySQL, MongoDB, SQL, Backup, Replication, Git",Kolkata,SaaS,76339,6 months,Post Graduate,IoT Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
2957,Testing Intern,Johnson Controls,"Unit Testing, Integration Testing, Jest, Mocha, Testing Library",Chandigarh,Consulting,17311,2 months,Post Graduate,Learning Data Analyst Intern: Present findings to senior stakeholders and PM leadership.
2958,Java Developer Intern,Deloitte,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Vizag,Education,69710,8 months,Bachelor of Engineering,"Social Impact PM Intern: Immerse in a collaborative, diverse and learning environment."
2959,Node.js Developer Intern,Khan Academy,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Kolkata,Consulting,61644,3 months,PGDM,IoT Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2960,Marketing Product Manager Intern,Amazon,"Time Management, Python, Algorithms, PostgreSQL, DSA",Delhi,Logistics,83653,1 year,MCA,Marketing Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2961,Virtual Classroom PM Intern,Apple,"Video Platforms, Collaboration Tools, LMS",Nagpur,Logistics,93082,2 months,Bachelor of Science,"iOS Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2962,Mobile App Developer Intern,Wipro,"Flutter, Dart, Android, iOS, React Native, APIs, DSA",Noida,Healthcare,69530,2 months,Diploma,Instructional Designer Intern: Present findings to senior stakeholders and PM leadership.
2963,Embedded Systems Intern,Amazon,"C, C++, Microcontrollers, Arduino, Sensors",Delhi,Data Science,89698,2 months,Undergraduate,Curriculum Developer Intern: Build scalable products and solve complex technical challenges.
2964,Student Engagement Manager Intern,Edureka,"Outreach, Student Success, Analytics, Communication",Indore,Entertainment,61738,5 months,B. Tech,"Node.js Developer Intern: Learn business strategy, user empathy, and agile execution."
2965,E-Commerce PM Intern,Khan Academy,"Redis, DSA, Bitbucket, Django, HTML, Tailwind CSS, C++",Pune,B2B,35259,2 months,Integrated MSc,Strategy Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2966,Assessment Platform PM Intern,Khan Academy,"Testing, Evaluation, Data Analytics, Report Writing",Coimbatore,Technology,82407,3 months,PGDM,AI Research Intern: Participate in user research and help define next-gen features.
2967,Software Engineer Intern,Twitter,"Java, Python, C++, C, DSA, OOP, Git",Pune,Healthcare,23281,5 months,Bachelor of Science,Platform Strategy Product Intern: Participate in user research and help define next-gen features.
2968,Cloud Product Manager Intern,Swiggy,"Docker, C++, DSA, Flask, CSS",Delhi,EdTech,37892,6 months,MCA,Junior PM Intern: Work on live projects and impact thousands of users.
2969,Data Science PM Intern,EY,"C, Mocha, DSA, DevOps, Jenkins, TensorFlow, R, Go",Hyderabad,EdTech,59954,4 months,Any Postgraduate,Software Engineer Intern: Build scalable products and solve complex technical challenges.
2970,Entertainment PM Intern,Deloitte,"Java, Numerical Methods, Angular, WebSockets, DSA",Vadodara,FinTech,22857,12 weeks,Post Graduate,Gaming Product Manager Intern: Present findings to senior stakeholders and PM leadership.
2971,Technical Product Manager Intern,Chegg,"OpenCV, DSA, C++, CI/CD, Django, OOP, Keras",Coimbatore,B2B,32820,1 year,Undergraduate,Business Analyst PM Intern: Drive initiatives and contribute to roadmap decisions.
2972,Network Engineer Intern,IBM,"TCP/IP, Routers, Firewalls, Cisco, Linux",Bhopal,Media,66064,1 year,Bachelor of Engineering,"Fintech PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2973,Operations Product Manager Intern,PwC,"Angular, OOP, DSA, C, Docker",Pune,Education,75288,8 months,Integrated MSc,"EdTech Content Intern: Learn business strategy, user empathy, and agile execution."
2974,Mobile App Product Intern,Tata,"NLP, DSA, DSA, Unit Testing, Go, Bootstrap, C++",Delhi,EdTech,88662,3 months,PGDM,"Android Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2975,Social Impact PM Intern,Accenture,"Java, SQLite, Leadership, OpenCV, DSA",Hyderabad,Education,62587,12 weeks,Any Postgraduate,Platform Product Intern: Present findings to senior stakeholders and PM leadership.
2976,Social Impact PM Intern,Khan Academy,"GitHub, TypeScript, C, MongoDB, DSA, Tailwind CSS, Kanban",Chandigarh,Entertainment,84195,12 weeks,B. Tech,Data Engineer Intern: Gain experience working with AI and cutting-edge tech teams.
2977,Government PM Intern,Siemens,"NLP, REST APIs, MySQL, Scikit-learn, Agile, DSA, JavaScript, TypeScript",Lucknow,SaaS,21446,6 months,Undergraduate,React Developer Intern: Present findings to senior stakeholders and PM leadership.
2978,Innovation Product Manager Intern,Freshworks,"C, DSA, WebSockets, Problem Solving, Angular, Version Control, MongoDB",Kolkata,Data Science,69548,12 weeks,M.Tech,Data Engineer Intern: Work on live projects and impact thousands of users.
2979,Developer Platform PM Intern,Deloitte,"MySQL, C++, GitHub, GCP, Kanban, Scikit-learn, DSA, DSA",Bangalore,Internet,32740,5 months,MCA,Web Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
2980,React Developer Intern,Apple,"React, JavaScript, Redux, CSS, DSA, Webpack, Git",Gurugram,Automotive,90901,12 weeks,Any Postgraduate,Social Impact PM Intern: Build scalable products and solve complex technical challenges.
2981,SaaS Product Manager Intern,Unacademy,"JIRA, Java, Go, DSA, Mocha, Bootstrap, WebSockets, Azure",Indore,Education,55142,5 months,Any Postgraduate,Blockchain Developer Intern: Participate in user research and help define next-gen features.
2982,Java Developer Intern,Tech Mahindra,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Coimbatore,E-Commerce,90492,3 months,M.Tech,Customer Success PM Intern: Work on live projects and impact thousands of users.
2983,Cybersecurity Intern,Dream11,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Bhopal,Data Science,22377,4 months,Bachelor of Engineering,API Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
